date_string,eur_to_usd,gbp_to_usd
"Wednesday, Apr 27, 2011",1.653,1.4659
"Thursday, Apr 28, 2011",1.6636,1.4785
"Friday, Apr 29, 2011",1.6691,1.4821
"Monday, May 02, 2011",1.669,1.487
"Tuesday, May 03, 2011",1.6536,1.4875
"Wednesday, May 04, 2011",1.6524,1.4859
"Thursday, May 05, 2011",1.6427,1.4583
"Friday, May 06, 2011",1.6417,1.4495
"Monday, May 09, 2011",1.6338,1.4301
"Tuesday, May 10, 2011",1.6331,1.4358
"Wednesday, May 11, 2011",1.6412,1.4269
"Thursday, May 12, 2011",1.629,1.4229
"Friday, May 13, 2011",1.6179,1.4141
"Monday, May 16, 2011",1.624,1.4219
"Tuesday, May 17, 2011",1.6206,1.4155
"Wednesday, May 18, 2011",1.6148,1.427
"Thursday, May 19, 2011",1.6179,1.4254
"Friday, May 20, 2011",1.6222,1.4172
"Monday, May 23, 2011",1.6102,1.4015
"Tuesday, May 24, 2011",1.6185,1.4107
"Wednesday, May 25, 2011",1.6277,1.4102
"Thursday, May 26, 2011",1.6346,1.4088
"Friday, May 27, 2011",1.6494,1.4287
"Monday, May 30, 2011",,
"Tuesday, May 31, 2011",1.6439,1.4376
"Wednesday, Jun 01, 2011",1.6391,1.4431
"Thursday, Jun 02, 2011",1.6325,1.4426
"Friday, Jun 03, 2011",1.6397,1.4604
"Monday, Jun 06, 2011",1.6362,1.462
"Tuesday, Jun 07, 2011",1.6444,1.4675
"Wednesday, Jun 08, 2011",1.6381,1.4587
"Thursday, Jun 09, 2011",1.6382,1.4534
"Friday, Jun 10, 2011",1.6254,1.4365
"Monday, Jun 13, 2011",1.6308,1.4368
"Tuesday, Jun 14, 2011",1.6388,1.4473
"Wednesday, Jun 15, 2011",1.6218,1.4221
"Thursday, Jun 16, 2011",1.613,1.4155
"Friday, Jun 17, 2011",1.6186,1.4326
"Monday, Jun 20, 2011",1.6206,1.432
"Tuesday, Jun 21, 2011",1.6232,1.4399
"Wednesday, Jun 22, 2011",1.6131,1.4403
"Thursday, Jun 23, 2011",1.5977,1.4166
"Friday, Jun 24, 2011",1.5985,1.4189
"Monday, Jun 27, 2011",1.5972,1.4282
"Tuesday, Jun 28, 2011",1.6016,1.4368
"Wednesday, Jun 29, 2011",1.607,1.4428
"Thursday, Jun 30, 2011",1.6067,1.4523
"Friday, Jul 01, 2011",1.607,1.4508
"Monday, Jul 04, 2011",,
"Tuesday, Jul 05, 2011",1.6085,1.447
"Wednesday, Jul 06, 2011",1.5998,1.4329
"Thursday, Jul 07, 2011",1.5967,1.4349
"Friday, Jul 08, 2011",1.603,1.4251
"Monday, Jul 11, 2011",1.5932,1.4034
"Tuesday, Jul 12, 2011",1.594,1.4014
"Wednesday, Jul 13, 2011",1.6111,1.4167
"Thursday, Jul 14, 2011",1.6125,1.4182
"Friday, Jul 15, 2011",1.6149,1.4156
"Monday, Jul 18, 2011",1.6024,1.4042
"Tuesday, Jul 19, 2011",1.6135,1.4156
"Wednesday, Jul 20, 2011",1.6139,1.4188
"Thursday, Jul 21, 2011",1.6301,1.4372
"Friday, Jul 22, 2011",1.6319,1.4366
"Monday, Jul 25, 2011",1.6285,1.4357
"Tuesday, Jul 26, 2011",1.6392,1.4495
"Wednesday, Jul 27, 2011",1.6357,1.4373
"Thursday, Jul 28, 2011",1.6338,1.4303
"Friday, Jul 29, 2011",1.6455,1.4388
"Monday, Aug 01, 2011",1.6278,1.4202
"Tuesday, Aug 02, 2011",1.6287,1.4232
"Wednesday, Aug 03, 2011",1.6406,1.432
"Thursday, Aug 04, 2011",1.6308,1.4158
"Friday, Aug 05, 2011",1.6362,1.4158
"Monday, Aug 08, 2011",1.6354,1.4241
"Tuesday, Aug 09, 2011",1.6194,1.4242
"Wednesday, Aug 10, 2011",1.6169,1.4193
"Thursday, Aug 11, 2011",1.6228,1.423
"Friday, Aug 12, 2011",1.6284,1.4239
"Monday, Aug 15, 2011",1.6387,1.4452
"Tuesday, Aug 16, 2011",1.6424,1.4421
"Wednesday, Aug 17, 2011",1.6591,1.4436
"Thursday, Aug 18, 2011",1.6489,1.432
"Friday, Aug 19, 2011",1.6544,1.4408
"Monday, Aug 22, 2011",1.6452,1.4384
"Tuesday, Aug 23, 2011",1.6509,1.4431
"Wednesday, Aug 24, 2011",1.6375,1.4402
"Thursday, Aug 25, 2011",1.6289,1.438
"Friday, Aug 26, 2011",1.6321,1.4463
"Monday, Aug 29, 2011",1.6398,1.451
"Tuesday, Aug 30, 2011",1.6279,1.4435
"Wednesday, Aug 31, 2011",1.6269,1.4406
"Thursday, Sep 01, 2011",1.6179,1.4283
"Friday, Sep 02, 2011",1.619,1.4203
"Monday, Sep 05, 2011",,
"Tuesday, Sep 06, 2011",1.5954,1.3999
"Wednesday, Sep 07, 2011",1.5948,1.4058
"Thursday, Sep 08, 2011",1.6021,1.3947
"Friday, Sep 09, 2011",1.587,1.3666
"Monday, Sep 12, 2011",1.5814,1.3635
"Tuesday, Sep 13, 2011",1.5805,1.368
"Wednesday, Sep 14, 2011",1.5773,1.371
"Thursday, Sep 15, 2011",1.5808,1.3858
"Friday, Sep 16, 2011",1.5802,1.3783
"Monday, Sep 19, 2011",1.5674,1.3636
"Tuesday, Sep 20, 2011",1.5718,1.3697
"Wednesday, Sep 21, 2011",1.5619,1.3724
"Thursday, Sep 22, 2011",1.5358,1.3446
"Friday, Sep 23, 2011",1.5475,1.3518
"Monday, Sep 26, 2011",1.5553,1.3516
"Tuesday, Sep 27, 2011",1.5681,1.3606
"Wednesday, Sep 28, 2011",1.5648,1.3628
"Thursday, Sep 29, 2011",1.5685,1.3639
"Friday, Sep 30, 2011",1.5624,1.3449
"Monday, Oct 03, 2011",1.5474,1.3281
"Tuesday, Oct 04, 2011",1.5403,1.3294
"Wednesday, Oct 05, 2011",1.5436,1.3328
"Thursday, Oct 06, 2011",1.5398,1.3408
"Friday, Oct 07, 2011",1.5628,1.3512
"Monday, Oct 10, 2011",,
"Tuesday, Oct 11, 2011",1.5594,1.3657
"Wednesday, Oct 12, 2011",1.5757,1.3805
"Thursday, Oct 13, 2011",1.5729,1.373
"Friday, Oct 14, 2011",1.5808,1.3861
"Monday, Oct 17, 2011",1.5778,1.377
"Tuesday, Oct 18, 2011",1.5654,1.3719
"Wednesday, Oct 19, 2011",1.5799,1.3775
"Thursday, Oct 20, 2011",1.5726,1.3672
"Friday, Oct 21, 2011",1.5945,1.3873
"Monday, Oct 24, 2011",1.5986,1.3932
"Tuesday, Oct 25, 2011",1.5994,1.3911
"Wednesday, Oct 26, 2011",1.5905,1.3838
"Thursday, Oct 27, 2011",1.6081,1.4172
"Friday, Oct 28, 2011",1.613,1.4164
"Monday, Oct 31, 2011",1.6141,1.3947
"Tuesday, Nov 01, 2011",1.5946,1.3676
"Wednesday, Nov 02, 2011",1.5974,1.3803
"Thursday, Nov 03, 2011",1.5959,1.3744
"Friday, Nov 04, 2011",1.6026,1.3761
"Monday, Nov 07, 2011",1.6024,1.3744
"Tuesday, Nov 08, 2011",1.6076,1.3785
"Wednesday, Nov 09, 2011",1.5958,1.3596
"Thursday, Nov 10, 2011",1.5935,1.36
"Friday, Nov 11, 2011",,
"Monday, Nov 14, 2011",1.5899,1.3625
"Tuesday, Nov 15, 2011",1.5818,1.3524
"Wednesday, Nov 16, 2011",1.577,1.3505
"Thursday, Nov 17, 2011",1.5801,1.3522
"Friday, Nov 18, 2011",1.5783,1.3521
"Monday, Nov 21, 2011",1.5662,1.3525
"Tuesday, Nov 22, 2011",1.5646,1.35
"Wednesday, Nov 23, 2011",1.5511,1.3347
"Thursday, Nov 24, 2011",,
"Friday, Nov 25, 2011",1.5467,1.3244
"Monday, Nov 28, 2011",1.5538,1.3334
"Tuesday, Nov 29, 2011",1.5625,1.3343
"Wednesday, Nov 30, 2011",1.5705,1.3453
"Thursday, Dec 01, 2011",1.5698,1.3487
"Friday, Dec 02, 2011",1.5592,1.3386
"Monday, Dec 05, 2011",1.5689,1.3463
"Tuesday, Dec 06, 2011",1.558,1.3397
"Wednesday, Dec 07, 2011",1.5691,1.3386
"Thursday, Dec 08, 2011",1.5635,1.3324
"Friday, Dec 09, 2011",1.5642,1.3368
"Monday, Dec 12, 2011",1.5597,1.3188
"Tuesday, Dec 13, 2011",1.5528,1.3094
"Wednesday, Dec 14, 2011",1.5445,1.2972
"Thursday, Dec 15, 2011",1.5486,1.3013
"Friday, Dec 16, 2011",1.5514,1.3025
"Monday, Dec 19, 2011",1.5531,1.3017
"Tuesday, Dec 20, 2011",1.5674,1.3076
"Wednesday, Dec 21, 2011",1.568,1.304
"Thursday, Dec 22, 2011",1.5667,1.3045
"Friday, Dec 23, 2011",1.5615,1.304
"Monday, Dec 26, 2011",,
"Tuesday, Dec 27, 2011",1.5671,1.3074
"Wednesday, Dec 28, 2011",1.5478,1.2926
"Thursday, Dec 29, 2011",1.5386,1.2952
"Friday, Dec 30, 2011",1.5537,1.2973
"Monday, Jan 02, 2012",,
"Tuesday, Jan 03, 2012",1.5655,1.3061
"Wednesday, Jan 04, 2012",1.5638,1.293
"Thursday, Jan 05, 2012",1.548,1.2783
"Friday, Jan 06, 2012",1.5431,1.2723
"Monday, Jan 09, 2012",1.5436,1.2745
"Tuesday, Jan 10, 2012",1.5489,1.2782
"Wednesday, Jan 11, 2012",1.5325,1.2686
"Thursday, Jan 12, 2012",1.5325,1.2818
"Friday, Jan 13, 2012",1.5301,1.2682
"Monday, Jan 16, 2012",,
"Tuesday, Jan 17, 2012",1.5356,1.274
"Wednesday, Jan 18, 2012",1.541,1.2825
"Thursday, Jan 19, 2012",1.5484,1.2937
"Friday, Jan 20, 2012",1.554,1.2948
"Monday, Jan 23, 2012",1.5582,1.3035
"Tuesday, Jan 24, 2012",1.5595,1.3004
"Wednesday, Jan 25, 2012",1.557,1.2978
"Thursday, Jan 26, 2012",1.5706,1.3152
"Friday, Jan 27, 2012",1.5716,1.3192
"Monday, Jan 30, 2012",1.569,1.3123
"Tuesday, Jan 31, 2012",1.5754,1.3053
"Wednesday, Feb 01, 2012",1.5849,1.3179
"Thursday, Feb 02, 2012",1.5813,1.3167
"Friday, Feb 03, 2012",1.5779,1.3106
"Monday, Feb 06, 2012",1.5832,1.313
"Tuesday, Feb 07, 2012",1.5891,1.3244
"Wednesday, Feb 08, 2012",1.582,1.3253
"Thursday, Feb 09, 2012",1.5838,1.3297
"Friday, Feb 10, 2012",1.5748,1.3187
"Monday, Feb 13, 2012",1.578,1.3211
"Tuesday, Feb 14, 2012",1.5691,1.3149
"Wednesday, Feb 15, 2012",1.571,1.3087
"Thursday, Feb 16, 2012",1.5795,1.311
"Friday, Feb 17, 2012",1.5813,1.3149
"Monday, Feb 20, 2012",,
"Tuesday, Feb 21, 2012",1.5796,1.3255
"Wednesday, Feb 22, 2012",1.5677,1.3251
"Thursday, Feb 23, 2012",1.57,1.3308
"Friday, Feb 24, 2012",1.5869,1.3463
"Monday, Feb 27, 2012",1.5845,1.341
"Tuesday, Feb 28, 2012",1.5887,1.3452
"Wednesday, Feb 29, 2012",1.5951,1.3359
"Thursday, Mar 01, 2012",1.5953,1.332
"Friday, Mar 02, 2012",1.5852,1.3202
"Monday, Mar 05, 2012",1.587,1.3226
"Tuesday, Mar 06, 2012",1.572,1.3114
"Wednesday, Mar 07, 2012",1.5746,1.3149
"Thursday, Mar 08, 2012",1.5822,1.3256
"Friday, Mar 09, 2012",1.5677,1.3108
"Monday, Mar 12, 2012",1.5615,1.3141
"Tuesday, Mar 13, 2012",1.5736,1.3109
"Wednesday, Mar 14, 2012",1.5686,1.3025
"Thursday, Mar 15, 2012",1.5669,1.307
"Friday, Mar 16, 2012",1.5845,1.3171
"Monday, Mar 19, 2012",1.5894,1.3242
"Tuesday, Mar 20, 2012",1.5857,1.3222
"Wednesday, Mar 21, 2012",1.5848,1.319
"Thursday, Mar 22, 2012",1.5807,1.3194
"Friday, Mar 23, 2012",1.5864,1.3263
"Monday, Mar 26, 2012",1.5939,1.3328
"Tuesday, Mar 27, 2012",1.5972,1.3336
"Wednesday, Mar 28, 2012",1.5855,1.33
"Thursday, Mar 29, 2012",1.5911,1.3265
"Friday, Mar 30, 2012",1.5985,1.3334
"Monday, Apr 02, 2012",1.6022,1.3325
"Tuesday, Apr 03, 2012",1.5966,1.3337
"Wednesday, Apr 04, 2012",1.5879,1.3126
"Thursday, Apr 05, 2012",1.5822,1.3064
"Friday, Apr 06, 2012",1.5877,1.3089
"Monday, Apr 09, 2012",1.5879,1.3087
"Tuesday, Apr 10, 2012",1.5836,1.3068
"Wednesday, Apr 11, 2012",1.5892,1.3104
"Thursday, Apr 12, 2012",1.5939,1.3171
"Friday, Apr 13, 2012",1.5851,1.3082
"Monday, Apr 16, 2012",1.5865,1.3067
"Tuesday, Apr 17, 2012",1.5931,1.3123
"Wednesday, Apr 18, 2012",1.602,1.3122
"Thursday, Apr 19, 2012",1.6058,1.3132
"Friday, Apr 20, 2012",1.6123,1.3212
"Monday, Apr 23, 2012",1.6102,1.3129
"Tuesday, Apr 24, 2012",1.6135,1.3207
"Wednesday, Apr 25, 2012",1.6146,1.321
"Thursday, Apr 26, 2012",1.6188,1.3232
"Friday, Apr 27, 2012",1.6239,1.3248
"Monday, Apr 30, 2012",1.6225,1.3229
"Tuesday, May 01, 2012",1.6221,1.3226
"Wednesday, May 02, 2012",1.6193,1.3154
"Thursday, May 03, 2012",1.6185,1.3147
"Friday, May 04, 2012",1.6148,1.3091
"Monday, May 07, 2012",1.6192,1.3052
"Tuesday, May 08, 2012",1.6159,1.3015
"Wednesday, May 09, 2012",1.613,1.2954
"Thursday, May 10, 2012",1.6161,1.2959
"Friday, May 11, 2012",1.608,1.2937
"Monday, May 14, 2012",1.6116,1.2847
"Tuesday, May 15, 2012",1.6025,1.2769
"Wednesday, May 16, 2012",1.5933,1.273
"Thursday, May 17, 2012",1.5823,1.2709
"Friday, May 18, 2012",1.5788,1.2721
"Monday, May 21, 2012",1.579,1.2769
"Tuesday, May 22, 2012",1.5775,1.2735
"Wednesday, May 23, 2012",1.5691,1.2569
"Thursday, May 24, 2012",1.5698,1.2583
"Friday, May 25, 2012",1.5648,1.2518
"Monday, May 28, 2012",,
"Tuesday, May 29, 2012",1.563,1.2488
"Wednesday, May 30, 2012",1.5532,1.2405
"Thursday, May 31, 2012",1.5405,1.2364
"Friday, Jun 01, 2012",1.5383,1.242
"Monday, Jun 04, 2012",1.5382,1.2495
"Tuesday, Jun 05, 2012",1.5355,1.2437
"Wednesday, Jun 06, 2012",1.5475,1.2535
"Thursday, Jun 07, 2012",1.5557,1.2568
"Friday, Jun 08, 2012",1.5433,1.2482
"Monday, Jun 11, 2012",1.5515,1.2504
"Tuesday, Jun 12, 2012",1.5562,1.2477
"Wednesday, Jun 13, 2012",1.5557,1.2596
"Thursday, Jun 14, 2012",1.5533,1.2608
"Friday, Jun 15, 2012",1.5654,1.2633
"Monday, Jun 18, 2012",1.5665,1.2578
"Tuesday, Jun 19, 2012",1.5732,1.2692
"Wednesday, Jun 20, 2012",1.575,1.2703
"Thursday, Jun 21, 2012",1.5633,1.2586
"Friday, Jun 22, 2012",1.5582,1.2545
"Monday, Jun 25, 2012",1.5555,1.248
"Tuesday, Jun 26, 2012",1.562,1.2471
"Wednesday, Jun 27, 2012",1.5549,1.2457
"Thursday, Jun 28, 2012",1.5503,1.2433
"Friday, Jun 29, 2012",1.5686,1.2668
"Monday, Jul 02, 2012",1.5679,1.2584
"Tuesday, Jul 03, 2012",1.5702,1.262
"Wednesday, Jul 04, 2012",,
"Thursday, Jul 05, 2012",1.5531,1.2384
"Friday, Jul 06, 2012",1.548,1.2283
"Monday, Jul 09, 2012",1.5507,1.2299
"Tuesday, Jul 10, 2012",1.5506,1.2255
"Wednesday, Jul 11, 2012",1.5532,1.2244
"Thursday, Jul 12, 2012",1.5425,1.2199
"Friday, Jul 13, 2012",1.555,1.2232
"Monday, Jul 16, 2012",1.5635,1.2267
"Tuesday, Jul 17, 2012",1.5613,1.2234
"Wednesday, Jul 18, 2012",1.5636,1.2261
"Thursday, Jul 19, 2012",1.5719,1.2257
"Friday, Jul 20, 2012",1.563,1.2176
"Monday, Jul 23, 2012",1.5512,1.2126
"Tuesday, Jul 24, 2012",1.5521,1.2062
"Wednesday, Jul 25, 2012",1.5479,1.2132
"Thursday, Jul 26, 2012",1.5683,1.228
"Friday, Jul 27, 2012",1.5728,1.237
"Monday, Jul 30, 2012",1.5694,1.225
"Tuesday, Jul 31, 2012",1.5686,1.2315
"Wednesday, Aug 01, 2012",1.5596,1.2299
"Thursday, Aug 02, 2012",1.55,1.2149
"Friday, Aug 03, 2012",1.565,1.239
"Monday, Aug 06, 2012",1.5625,1.2422
"Tuesday, Aug 07, 2012",1.5658,1.2422
"Wednesday, Aug 08, 2012",1.5659,1.2364
"Thursday, Aug 09, 2012",1.5623,1.2278
"Friday, Aug 10, 2012",1.5679,1.2298
"Monday, Aug 13, 2012",1.569,1.2339
"Tuesday, Aug 14, 2012",1.5692,1.2329
"Wednesday, Aug 15, 2012",1.5686,1.2288
"Thursday, Aug 16, 2012",1.5738,1.2356
"Friday, Aug 17, 2012",1.5697,1.2315
"Monday, Aug 20, 2012",1.5707,1.2343
"Tuesday, Aug 21, 2012",1.5788,1.2472
"Wednesday, Aug 22, 2012",1.58,1.2472
"Thursday, Aug 23, 2012",1.5882,1.2583
"Friday, Aug 24, 2012",1.5815,1.2533
"Monday, Aug 27, 2012",1.58,1.2514
"Tuesday, Aug 28, 2012",1.5828,1.2564
"Wednesday, Aug 29, 2012",1.5839,1.2538
"Thursday, Aug 30, 2012",1.5794,1.2497
"Friday, Aug 31, 2012",1.5864,1.2578
"Monday, Sep 03, 2012",,
"Tuesday, Sep 04, 2012",1.5889,1.2566
"Wednesday, Sep 05, 2012",1.5907,1.2603
"Thursday, Sep 06, 2012",1.5922,1.2626
"Friday, Sep 07, 2012",1.6016,1.2796
"Monday, Sep 10, 2012",1.6009,1.2795
"Tuesday, Sep 11, 2012",1.6071,1.2858
"Wednesday, Sep 12, 2012",1.6111,1.2894
"Thursday, Sep 13, 2012",1.6125,1.2912
"Friday, Sep 14, 2012",1.6244,1.3142
"Monday, Sep 17, 2012",1.6263,1.3125
"Tuesday, Sep 18, 2012",1.6251,1.3051
"Wednesday, Sep 19, 2012",1.6219,1.3065
"Thursday, Sep 20, 2012",1.6198,1.2948
"Friday, Sep 21, 2012",1.6251,1.299
"Monday, Sep 24, 2012",1.6199,1.2909
"Tuesday, Sep 25, 2012",1.6232,1.2945
"Wednesday, Sep 26, 2012",1.6145,1.2852
"Thursday, Sep 27, 2012",1.6217,1.2874
"Friday, Sep 28, 2012",1.6132,1.2856
"Monday, Oct 01, 2012",1.6142,1.29
"Tuesday, Oct 02, 2012",1.6186,1.2951
"Wednesday, Oct 03, 2012",1.6077,1.2909
"Thursday, Oct 04, 2012",1.6165,1.3001
"Friday, Oct 05, 2012",1.6196,1.3059
"Monday, Oct 08, 2012",,
"Tuesday, Oct 09, 2012",1.5987,1.2876
"Wednesday, Oct 10, 2012",1.6007,1.2888
"Thursday, Oct 11, 2012",1.6028,1.2928
"Friday, Oct 12, 2012",1.6075,1.2946
"Monday, Oct 15, 2012",1.6069,1.295
"Tuesday, Oct 16, 2012",1.6101,1.3036
"Wednesday, Oct 17, 2012",1.6165,1.3133
"Thursday, Oct 18, 2012",1.6141,1.3106
"Friday, Oct 19, 2012",1.6003,1.3022
"Monday, Oct 22, 2012",1.6028,1.3063
"Tuesday, Oct 23, 2012",1.5932,1.2971
"Wednesday, Oct 24, 2012",1.6015,1.2946
"Thursday, Oct 25, 2012",1.6119,1.2958
"Friday, Oct 26, 2012",1.6098,1.2938
"Monday, Oct 29, 2012",1.6025,1.2906
"Tuesday, Oct 30, 2012",1.6083,1.2979
"Wednesday, Oct 31, 2012",1.6111,1.2958
"Thursday, Nov 01, 2012",1.6142,1.2937
"Friday, Nov 02, 2012",1.6036,1.2848
"Monday, Nov 05, 2012",1.5977,1.279
"Tuesday, Nov 06, 2012",1.5985,1.2818
"Wednesday, Nov 07, 2012",1.5975,1.2759
"Thursday, Nov 08, 2012",1.5979,1.274
"Friday, Nov 09, 2012",1.5912,1.2715
"Monday, Nov 12, 2012",,
"Tuesday, Nov 13, 2012",1.5885,1.2716
"Wednesday, Nov 14, 2012",1.5849,1.274
"Thursday, Nov 15, 2012",1.5865,1.2783
"Friday, Nov 16, 2012",1.5866,1.2715
"Monday, Nov 19, 2012",1.5908,1.2806
"Tuesday, Nov 20, 2012",1.5927,1.2814
"Wednesday, Nov 21, 2012",1.5936,1.2816
"Thursday, Nov 22, 2012",,
"Friday, Nov 23, 2012",1.6032,1.2959
"Monday, Nov 26, 2012",1.6014,1.2966
"Tuesday, Nov 27, 2012",1.6028,1.294
"Wednesday, Nov 28, 2012",1.5997,1.2923
"Thursday, Nov 29, 2012",1.6026,1.2953
"Friday, Nov 30, 2012",1.6027,1.301
"Monday, Dec 03, 2012",1.6104,1.3066
"Tuesday, Dec 04, 2012",1.6097,1.3081
"Wednesday, Dec 05, 2012",1.6102,1.3077
"Thursday, Dec 06, 2012",1.6066,1.2968
"Friday, Dec 07, 2012",1.6031,1.2942
"Monday, Dec 10, 2012",1.6068,1.293
"Tuesday, Dec 11, 2012",1.6103,1.2992
"Wednesday, Dec 12, 2012",1.6132,1.3038
"Thursday, Dec 13, 2012",1.613,1.3077
"Friday, Dec 14, 2012",1.6139,1.3134
"Monday, Dec 17, 2012",1.6203,1.3169
"Tuesday, Dec 18, 2012",1.6256,1.3224
"Wednesday, Dec 19, 2012",1.6275,1.326
"Thursday, Dec 20, 2012",1.6268,1.3224
"Friday, Dec 21, 2012",1.6167,1.3166
"Monday, Dec 24, 2012",1.6113,1.3179
"Tuesday, Dec 25, 2012",,
"Wednesday, Dec 26, 2012",1.6118,1.3228
"Thursday, Dec 27, 2012",1.6106,1.3228
"Friday, Dec 28, 2012",1.6157,1.322
"Monday, Dec 31, 2012",1.6262,1.3186
"Tuesday, Jan 01, 2013",,
"Wednesday, Jan 02, 2013",1.6255,1.3195
"Thursday, Jan 03, 2013",1.6151,1.311
"Friday, Jan 04, 2013",1.6036,1.3047
"Monday, Jan 07, 2013",1.608,1.3099
"Tuesday, Jan 08, 2013",1.604,1.3068
"Wednesday, Jan 09, 2013",1.6024,1.3078
"Thursday, Jan 10, 2013",1.6125,1.322
"Friday, Jan 11, 2013",1.6128,1.3353
"Monday, Jan 14, 2013",1.6077,1.3369
"Tuesday, Jan 15, 2013",1.6089,1.3342
"Wednesday, Jan 16, 2013",1.6009,1.3305
"Thursday, Jan 17, 2013",1.5991,1.3356
"Friday, Jan 18, 2013",1.5876,1.3303
"Monday, Jan 21, 2013",,
"Tuesday, Jan 22, 2013",1.5862,1.3304
"Wednesday, Jan 23, 2013",1.5848,1.3308
"Thursday, Jan 24, 2013",1.5789,1.3378
"Friday, Jan 25, 2013",1.5799,1.3456
"Monday, Jan 28, 2013",1.5686,1.3459
"Tuesday, Jan 29, 2013",1.5751,1.3484
"Wednesday, Jan 30, 2013",1.5793,1.3564
"Thursday, Jan 31, 2013",1.5856,1.3584
"Friday, Feb 01, 2013",1.5744,1.3692
"Monday, Feb 04, 2013",1.5737,1.3527
"Tuesday, Feb 05, 2013",1.5652,1.3569
"Wednesday, Feb 06, 2013",1.5655,1.3528
"Thursday, Feb 07, 2013",1.5712,1.3382
"Friday, Feb 08, 2013",1.5814,1.3366
"Monday, Feb 11, 2013",1.5668,1.3414
"Tuesday, Feb 12, 2013",1.5654,1.345
"Wednesday, Feb 13, 2013",1.5544,1.3448
"Thursday, Feb 14, 2013",1.5502,1.3334
"Friday, Feb 15, 2013",1.5518,1.3362
"Monday, Feb 18, 2013",,
"Tuesday, Feb 19, 2013",1.5432,1.3387
"Wednesday, Feb 20, 2013",1.5301,1.335
"Thursday, Feb 21, 2013",1.5263,1.3204
"Friday, Feb 22, 2013",1.5256,1.3166
"Monday, Feb 25, 2013",1.5112,1.3172
"Tuesday, Feb 26, 2013",1.5125,1.3054
"Wednesday, Feb 27, 2013",1.5134,1.3104
"Thursday, Feb 28, 2013",1.5192,1.3079
"Friday, Mar 01, 2013",1.5033,1.2988
"Monday, Mar 04, 2013",1.5084,1.2996
"Tuesday, Mar 05, 2013",1.5098,1.3019
"Wednesday, Mar 06, 2013",1.5036,1.299
"Thursday, Mar 07, 2013",1.5032,1.3098
"Friday, Mar 08, 2013",1.4926,1.2992
"Monday, Mar 11, 2013",1.4898,1.3014
"Tuesday, Mar 12, 2013",1.4877,1.3023
"Wednesday, Mar 13, 2013",1.4925,1.2949
"Thursday, Mar 14, 2013",1.5039,1.2974
"Friday, Mar 15, 2013",1.5124,1.3076
"Monday, Mar 18, 2013",1.5113,1.2956
"Tuesday, Mar 19, 2013",1.5118,1.2888
"Wednesday, Mar 20, 2013",1.5133,1.295
"Thursday, Mar 21, 2013",1.518,1.2928
"Friday, Mar 22, 2013",1.5239,1.2996
"Monday, Mar 25, 2013",1.5184,1.2881
"Tuesday, Mar 26, 2013",1.5156,1.2858
"Wednesday, Mar 27, 2013",1.5112,1.2782
"Thursday, Mar 28, 2013",1.5184,1.2842
"Friday, Mar 29, 2013",1.5193,1.2816
"Monday, Apr 01, 2013",1.5232,1.2857
"Tuesday, Apr 02, 2013",1.5113,1.2836
"Wednesday, Apr 03, 2013",1.514,1.2847
"Thursday, Apr 04, 2013",1.5198,1.2854
"Friday, Apr 05, 2013",1.5336,1.3027
"Monday, Apr 08, 2013",1.5257,1.3008
"Tuesday, Apr 09, 2013",1.5317,1.3092
"Wednesday, Apr 10, 2013",1.5315,1.306
"Thursday, Apr 11, 2013",1.5403,1.3124
"Friday, Apr 12, 2013",1.5373,1.3094
"Monday, Apr 15, 2013",1.532,1.3082
"Tuesday, Apr 16, 2013",1.5316,1.3141
"Wednesday, Apr 17, 2013",1.5255,1.3049
"Thursday, Apr 18, 2013",1.5282,1.3072
"Friday, Apr 19, 2013",1.5254,1.3066
"Monday, Apr 22, 2013",1.5262,1.305
"Tuesday, Apr 23, 2013",1.5267,1.3012
"Wednesday, Apr 24, 2013",1.5258,1.2997
"Thursday, Apr 25, 2013",1.5434,1.3004
"Friday, Apr 26, 2013",1.5479,1.3024
"Monday, Apr 29, 2013",1.5497,1.309
"Tuesday, Apr 30, 2013",1.5539,1.3168
"Wednesday, May 01, 2013",1.5578,1.3192
"Thursday, May 02, 2013",1.5519,1.3066
"Friday, May 03, 2013",1.5563,1.3112
"Monday, May 06, 2013",1.5538,1.3067
"Tuesday, May 07, 2013",1.5468,1.3085
"Wednesday, May 08, 2013",1.5563,1.3177
"Thursday, May 09, 2013",1.5502,1.3105
"Friday, May 10, 2013",1.5334,1.2955
"Monday, May 13, 2013",1.5291,1.2981
"Tuesday, May 14, 2013",1.5258,1.2969
"Wednesday, May 15, 2013",1.5198,1.2857
"Thursday, May 16, 2013",1.5302,1.2898
"Friday, May 17, 2013",1.5173,1.2818
"Monday, May 20, 2013",1.5223,1.2865
"Tuesday, May 21, 2013",1.517,1.291
"Wednesday, May 22, 2013",1.5038,1.2864
"Thursday, May 23, 2013",1.512,1.2944
"Friday, May 24, 2013",1.5126,1.292
"Monday, May 27, 2013",,
"Tuesday, May 28, 2013",1.5061,1.287
"Wednesday, May 29, 2013",1.5121,1.2944
"Thursday, May 30, 2013",1.5207,1.3042
"Friday, May 31, 2013",1.5185,1.2988
"Monday, Jun 03, 2013",1.5349,1.3098
"Tuesday, Jun 04, 2013",1.5304,1.3075
"Wednesday, Jun 05, 2013",1.5392,1.3088
"Thursday, Jun 06, 2013",1.5601,1.3248
"Friday, Jun 07, 2013",1.5558,1.3242
